Customer Internal ID,Customer Number,Subscription Name,Subscription Internal ID,DR District ID,State Date,End Date
14283,C029206,2022-07-15 - 2023-08-13,10206,41294,07/15/2022,08/13/2023
14283,C029206,2023-08-14 - 2024-08-14,12367,41294,08/14/2023,08/14/2024
14283,C029206,2024-08-15 - 2025-08-10,15397,41294,08/15/2024,08/10/2025
14283,C029206,2025-08-11 - 2026-08-31,18550,41294,08/11/2025,08/31/2026
11590,C001248,2020-07-07 - 2021-07-31,387,223,07/07/2020,07/31/2021
11590,C001248,2021-08-01 - 2022-08-30,6832,223,08/01/2021,08/30/2022
11590,C001248,2022-08-31 - 2023-08-31,9977,223,08/31/2022,08/31/2023
11590,C001248,2023-09-01 - 2024-08-31,12810,223,09/01/2023,08/31/2024
11590,C001248,2024-09-01 - 2025-08-31,15226,223,09/01/2024,08/31/2025
21878,C000928,2021-10-18 - 2022-10-18,8397,15017,10/18/2021,10/18/2022
21878,C000928,2022-10-19 - 2023-10-19,10458,15017,10/19/2022,10/19/2023
21878,C000928,2024-04-02 - 2025-08-31,14772,15017,04/02/2024,08/31/2025
27012,C001818,2020-08-24 - 2021-06-30,1004,36560,08/24/2020,06/30/2021
27012,C001818,2021-07-01 - 2022-08-29,6841,36560,07/01/2021,08/29/2022
27012,C001818,2022-08-30 - 2023-08-28,9879,36560,08/30/2022,08/28/2023
27012,C001818,2023-08-29 - 2024-08-31,12101,36560,08/29/2023,08/31/2024
27012,C001818,2024-09-17 - 2025-08-18,16138,36560,09/17/2024,08/18/2025
27012,C001818,2025-08-19 - 2026-08-31,18812,36560,08/19/2025,08/31/2026
324680,C055901,2020-07-01 - 2021-06-30,194,24199,07/01/2020,06/30/2021
324680,C055901,2021-07-01 - 2022-07-01,6859,24199,07/01/2021,07/01/2022
324680,C055901,2022-07-02 - 2023-08-31,10094,24199,07/02/2022,08/31/2023
324680,C055901,2023-09-01 - 2024-08-31,12713,24199,09/01/2023,08/31/2024
324680,C055901,2024-09-01 - 2025-09-01,15753,24199,09/01/2024,09/01/2025
956497,C064433,2021-06-18 - 2022-08-31,6865,41306,06/18/2021,08/31/2022
956497,C064433,2022-09-01 - 2023-08-31,9779,41306,09/01/2022,08/31/2023
956497,C064433,2024-05-09 - 2025-05-09,15088,41306,05/09/2024,05/09/2025
956497,C064433,2025-05-10 - 2026-05-10,18136,41306,05/10/2025,05/10/2026
30831,C039072,2021-06-21 - 2022-08-24,6898,41321,06/21/2021,08/24/2022
30831,C039072,2022-08-25 - 2023-08-15,9975,41321,08/25/2022,08/15/2023
30831,C039072,2023-08-16 - 2024-08-25,12538,41321,08/16/2023,08/25/2024
30831,C039072,2024-08-26 - 2025-08-31,15770,41321,08/26/2024,08/31/2025
33662,C020271,2020-07-20 - 2021-07-31,564,58,07/20/2020,07/31/2021
33662,C020271,2021-08-01 - 2021-08-31,6884,58,08/01/2021,08/31/2021
33662,C020271,2021-09-13 - 2022-09-12,7826,58,09/13/2021,09/12/2022
33662,C020271,2022-09-15 - 2023-09-15,10760,58,09/15/2022,09/15/2023
33662,C020271,2023-09-18 - 2024-08-31,12934,58,09/18/2023,08/31/2024
33662,C020271,2024-09-01 - 2025-08-17,15017,58,09/01/2024,08/17/2025
33662,C020271,2025-08-18 - 2026-08-31,17310,58,08/18/2025,08/31/2026
957608,C064877,2020-10-01 - 2021-07-31,1973,37334,10/01/2020,07/31/2021
957608,C064877,2021-08-01 - 2022-08-01,6718,37334,08/01/2021,08/01/2022
957608,C064877,2022-08-17 - 2023-08-17,10448,37334,08/17/2022,08/17/2023
957608,C064877,2024-09-05 - 2025-09-05,15961,37334,09/05/2024,09/05/2025
957226,C064676,2021-06-21 - 2022-06-30,6893,41319,06/21/2021,06/30/2022
957226,C064676,2022-07-01 - 2023-08-31,10084,41319,07/01/2022,08/31/2023
957226,C064676,2023-09-01 - 2024-08-31,12338,41319,09/01/2023,08/31/2024
957226,C064676,2024-09-10 - 2025-09-10,16026,41319,09/10/2024,09/10/2025
2735,C019124,2021-06-28 - 2022-08-23,6940,41337,06/28/2021,08/23/2022
2735,C019124,2022-08-24 - 2023-08-13,9870,41337,08/24/2022,08/13/2023
2735,C019124,2023-08-14 - 2024-08-18,12422,41337,08/14/2023,08/18/2024
2735,C019124,2024-08-19 - 2025-08-21,15608,41337,08/19/2024,08/21/2025
957613,C064880,2021-06-21 - 2022-06-30,6902,41322,06/21/2021,06/30/2022
957613,C064880,2022-07-01 - 2023-07-08,10155,41322,07/01/2022,07/08/2023
957613,C064880,2023-08-07 - 2024-08-07,12540,41322,08/07/2023,08/07/2024
957613,C064880,2024-08-12 - 2025-08-12,15678,41322,08/12/2024,08/12/2025
8674,C025355,2020-08-27 - 2021-07-31,1114,1787,08/27/2020,07/31/2021
8674,C025355,2021-08-01 - 2022-08-01,6903,1787,08/01/2021,08/01/2022
8674,C025355,2022-08-02 - 2023-08-02,10163,1787,08/02/2022,08/02/2023
8674,C025355,2023-08-30 - 2024-08-30,12751,1787,08/30/2023,08/30/2024
8674,C025355,2024-08-31 - 2025-08-31,15870,1787,08/31/2024,08/31/2025
8674,C025355,2025-09-01 - 2026-09-03,18955,1787,09/01/2025,09/03/2026
26944,C000362,2020-09-22 - 2021-06-30,1720,37125,09/22/2020,06/30/2021
26944,C000362,2021-07-01 - 2022-08-30,6929,37125,07/01/2021,08/30/2022
26944,C000362,2022-09-06 - 2023-08-29,10640,37125,09/06/2022,08/29/2023
26944,C000362,2023-08-30 - 2024-08-31,12610,37125,08/30/2023,08/31/2024
26944,C000362,2024-09-01 - 2025-08-31,15844,37125,09/01/2024,08/31/2025
26944,C000362,2025-09-01 - 2026-09-01,18636,37125,09/01/2025,09/01/2026
54320,C051428,2020-07-07 - 2021-07-07,385,33305,07/07/2020,07/07/2021
54320,C051428,2021-07-08 - 2022-08-31,6950,33305,07/08/2021,08/31/2022
54320,C051428,2022-09-01 - 2023-08-31,10167,33305,09/01/2022,08/31/2023
54320,C051428,2023-09-01 - 2024-08-31,12564,33305,09/01/2023,08/31/2024
54320,C051428,2024-09-03 - 2025-09-03,15918,33305,09/03/2024,09/03/2025
8648,C025173,2020-07-23 - 2021-07-31,621,909,07/23/2020,07/31/2021
8648,C025173,2021-08-01 - 2022-08-01,6943,909,08/01/2021,08/01/2022
8648,C025173,2022-08-09 - 2023-08-31,10375,909,08/09/2022,08/31/2023
8648,C025173,2023-09-01 - 2024-08-31,12745,909,09/01/2023,08/31/2024
8648,C025173,2024-10-29 - 2025-08-31,16624,909,10/29/2024,08/31/2025
22234,C009006,2020-11-12 - 2021-07-31,3110,38180,11/12/2020,07/31/2021
22234,C009006,2021-08-01 - 2022-08-01,6955,38180,08/01/2021,08/01/2022
22234,C009006,2022-08-25 - 2023-08-25,10505,38180,08/25/2022,08/25/2023
22234,C009006,2023-08-28 - 2024-08-28,12725,38180,08/28/2023,08/28/2024
22234,C009006,2024-08-29 - 2025-08-29,15840,38180,08/29/2024,08/29/2025
3379,C023702,2020-09-30 - 2021-07-31,1948,37312,09/30/2020,07/31/2021
3379,C023702,2021-08-01 - 2022-08-01,6959,37312,08/01/2021,08/01/2022
3379,C023702,2022-08-02 - 2023-08-15,10306,37312,08/02/2022,08/15/2023
3379,C023702,2023-08-16 - 2024-08-31,12590,37312,08/16/2023,08/31/2024
3379,C023702,2024-09-01 - 2025-08-31,15607,37312,09/01/2024,08/31/2025
16759,C000780,2020-08-10 - 2021-07-31,757,35902,08/10/2020,07/31/2021
16759,C000780,2021-08-01 - 2022-08-28,6963,35902,08/01/2021,08/28/2022
16759,C000780,2022-08-29 - 2023-08-25,10056,35902,08/29/2022,08/25/2023
16759,C000780,2023-08-26 - 2024-08-31,12717,35902,08/26/2023,08/31/2024
16759,C000780,2024-09-01 - 2025-08-24,15763,35902,09/01/2024,08/24/2025
16759,C000780,2025-08-25 - 2026-08-31,18622,35902,08/25/2025,08/31/2026
2157,C014777,2020-08-22 - 2021-07-31,967,36470,08/22/2020,07/31/2021
2157,C014777,2021-08-01 - 2022-08-16,6964,36470,08/01/2021,08/16/2022
2157,C014777,2022-08-17 - 2023-08-16,9967,36470,08/17/2022,08/16/2023
2157,C014777,2023-08-17 - 2024-08-31,12442,36470,08/17/2023,08/31/2024
2157,C014777,2024-09-04 - 2025-08-31,15932,36470,09/04/2024,08/31/2025
935349,C063892,2021-06-30 - 2022-06-30,6978,41351,06/30/2021,06/30/2022
935349,C063892,2022-07-06 - 2023-07-06,10131,41351,07/06/2022,07/06/2023
935349,C063892,2023-07-07 - 2024-07-20,12418,41351,07/07/2023,07/20/2024
935349,C063892,2024-07-25 - 2025-07-25,15571,41351,07/25/2024,07/25/2025
935349,C063892,2025-07-26 - 2026-07-28,18674,41351,07/26/2025,07/28/2026
673962,C060145,2021-07-01 - 2022-07-01,7002,41357,07/01/2021,07/01/2022
673962,C060145,2022-07-05 - 2023-07-05,10116,41357,07/05/2022,07/05/2023
673962,C060145,2023-07-06 - 2024-07-06,12300,41357,07/06/2023,07/06/2024
673962,C060145,2024-07-07 - 2025-07-07,15447,41357,07/07/2024,07/07/2025
673962,C060145,2025-07-08 - 2026-07-08,18532,41357,07/08/2025,07/08/2026
11916,C008738,2021-07-02 - 2022-07-02,7023,41363,07/02/2021,07/02/2022
11916,C008738,2022-07-25 - 2023-07-25,10255,41363,07/25/2022,07/25/2023
11916,C008738,2023-07-26 - 2024-07-26,12443,41363,07/26/2023,07/26/2024
11916,C008738,2024-09-03 - 2025-09-03,15907,41363,09/03/2024,09/03/2025
11916,C008738,2025-09-04 - 2026-09-04,18659,41363,09/04/2025,09/04/2026
2886,C020209,2020-07-06 - 2021-07-31,340,33211,07/06/2020,07/31/2021
2886,C020209,2021-08-01 - 2022-08-01,7088,33211,08/01/2021,08/01/2022
2886,C020209,2022-09-13 - 2023-09-13,10734,33211,09/13/2022,09/13/2023
2886,C020209,2023-09-26 - 2024-08-31,13008,33211,09/26/2023,08/31/2024
2886,C020209,2024-09-18 - 2025-08-31,16153,33211,09/18/2024,08/31/2025
33932,C022196,2020-07-30 - 2021-07-31,674,35470,07/30/2020,07/31/2021
33932,C022196,2021-08-01 - 2022-08-01,6990,35470,08/01/2021,08/01/2022
33932,C022196,2022-08-25 - 2023-08-31,10512,35470,08/25/2022,08/31/2023
33932,C022196,2023-09-01 - 2024-08-31,10513,35470,09/01/2023,08/31/2024
33932,C022196,2024-09-01 - 2025-08-31,10514,35470,09/01/2024,08/31/2025
33932,C022196,2025-09-01 - 2026-08-31,10515,35470,09/01/2025,08/31/2026
33932,C022196,2026-09-01 - 2027-08-31,18093,35470,09/01/2026,08/31/2027
18239,C019197,2020-07-02 - 2021-07-31,294,23297,07/02/2020,07/31/2021
18239,C019197,2021-08-01 - 2022-08-01,6976,23297,08/01/2021,08/01/2022
18239,C019197,2022-08-02 - 2023-08-31,10315,23297,08/02/2022,08/31/2023
18239,C019197,2023-09-01 - 2024-08-31,12258,23297,09/01/2023,08/31/2024
18239,C019197,2024-09-11 - 2025-08-31,16042,23297,09/11/2024,08/31/2025
955860,C064228,2021-08-11 - 2022-08-28,7378,41537,08/11/2021,08/28/2022
955860,C064228,2022-08-30 - 2023-08-31,10568,41537,08/30/2022,08/31/2023
955860,C064228,2023-09-01 - 2024-08-31,12146,41537,09/01/2023,08/31/2024
955860,C064228,2024-09-01 - 2025-08-31,15085,41537,09/01/2024,08/31/2025
955860,C064228,2025-09-01 - 2026-08-31,18042,41537,09/01/2025,08/31/2026
957783,C064983,2021-04-07 - 2021-07-31,5955,40711,04/07/2021,07/31/2021
957783,C064983,2021-08-01 - 2022-08-01,6993,40711,08/01/2021,08/01/2022
957783,C064983,2022-08-02 - 2023-08-02,10098,40711,08/02/2022,08/02/2023
957783,C064983,2023-08-03 - 2024-08-03,12497,40711,08/03/2023,08/03/2024
957783,C064983,2024-08-14 - 2025-08-14,15712,40711,08/14/2024,08/14/2025
32162,C003226,2020-07-02 - 2021-07-31,330,32836,07/02/2020,07/31/2021
32162,C003226,2021-08-01 - 2022-06-30,7079,32836,08/01/2021,06/30/2022
32162,C003226,2022-07-28 - 2023-08-31,10283,32836,07/28/2022,08/31/2023
32162,C003226,2023-09-01 - 2024-08-21,12097,32836,09/01/2023,08/21/2024
32162,C003226,2024-08-22 - 2025-08-26,12131,32836,08/22/2024,08/26/2025
32162,C003226,2025-08-27 - 2026-08-31,12132,32836,08/27/2025,08/31/2026
16924,C004588,2021-09-01 - 2022-08-31,7616,41649,09/01/2021,08/31/2022
16924,C004588,2022-09-01 - 2023-08-31,10340,41649,09/01/2022,08/31/2023
16924,C004588,2023-09-15 - 2024-08-31,12915,41649,09/15/2023,08/31/2024
16924,C004588,2024-09-27 - 2025-08-31,16270,41649,09/27/2024,08/31/2025
16924,C004588,2025-09-01 - 2026-08-31,18392,41649,09/01/2025,08/31/2026
21982,C003280,2020-09-09 - 2021-08-29,1384,36862,09/09/2020,08/29/2021
21982,C003280,2021-08-30 - 2022-08-29,7117,36862,08/30/2021,08/29/2022
21982,C003280,2023-03-03 - 2024-08-31,11726,36862,03/03/2023,08/31/2024
21982,C003280,2024-10-16 - 2025-08-31,16492,36862,10/16/2024,08/31/2025
22058,C005107,2020-07-01 - 2021-06-30,166,32166,07/01/2020,06/30/2021
22058,C005107,2021-07-01 - 2022-08-31,6750,32166,07/01/2021,08/31/2022
22058,C005107,2023-05-11 - 2023-08-31,12040,32166,05/11/2023,08/31/2023
22058,C005107,2023-09-01 - 2024-08-31,12087,32166,09/01/2023,08/31/2024
22058,C005107,2024-09-01 - 2025-08-31,15157,32166,09/01/2024,08/31/2025
22058,C005107,2025-09-01 - 2026-08-31,17509,32166,09/01/2025,08/31/2026
22072,C005408,2020-09-24 - 2021-07-31,1776,37177,09/24/2020,07/31/2021
22072,C005408,2021-09-23 - 2022-09-23,8000,37177,09/23/2021,09/23/2022
22072,C005408,2023-07-31 - 2024-08-31,12486,37177,07/31/2023,08/31/2024
22072,C005408,2024-09-01 - 2025-08-31,15696,37177,09/01/2024,08/31/2025
22490,C012590,2021-07-15 - 2022-07-15,7114,41399,07/15/2021,07/15/2022
22490,C012590,2023-04-13 - 2024-08-31,11895,41399,04/13/2023,08/31/2024
22490,C012590,2024-09-01 - 2025-08-04,14815,41399,09/01/2024,08/04/2025
22490,C012590,2025-08-05 - 2026-08-31,18710,41399,08/05/2025,08/31/2026
1033435,C044504:3,2020-08-26 - 2021-07-27,1034,36599,08/26/2020,07/27/2021
1033435,C044504:3,2021-07-28 - 2022-06-30,7111,36599,07/28/2021,06/30/2022
1033435,C044504:3,2022-07-11 - 2023-08-15,9702,36599,07/11/2022,08/15/2023
1033435,C044504:3,2023-08-16 - 2024-08-16,12558,36599,08/16/2023,08/16/2024
1033435,C044504:3,2024-08-17 - 2025-07-27,15706,36599,08/17/2024,07/27/2025
1033435,C044504:3,2025-07-28 - 2026-08-31,18664,36599,07/28/2025,08/31/2026
338966,C056129,2021-07-16 - 2022-07-16,7133,41406,07/16/2021,07/16/2022
338966,C056129,2022-07-27 - 2023-08-31,10334,41406,07/27/2022,08/31/2023
338966,C056129,2023-09-01 - 2024-08-31,12565,41406,09/01/2023,08/31/2024
338966,C056129,2024-09-03 - 2025-09-03,15922,41406,09/03/2024,09/03/2025
957140,C064655,2021-08-03 - 2022-08-03,7280,41480,08/03/2021,08/03/2022
957140,C064655,2022-09-06 - 2023-08-31,10637,41480,09/06/2022,08/31/2023
957140,C064655,2023-09-01 - 2024-08-31,12234,41480,09/01/2023,08/31/2024
957140,C064655,2024-09-01 - 2025-08-31,15197,41480,09/01/2024,08/31/2025
957140,C064655,2025-09-01 - 2026-08-31,18278,41480,09/01/2025,08/31/2026
21971,C003042,2020-10-01 - 2021-07-31,1981,37342,10/01/2020,07/31/2021
21971,C003042,2021-08-01 - 2022-08-01,7123,37342,08/01/2021,08/01/2022
21971,C003042,2022-08-15 - 2023-08-31,10425,37342,08/15/2022,08/31/2023
21971,C003042,2023-09-01 - 2024-08-01,12462,37342,09/01/2023,08/01/2024
21971,C003042,2024-08-02 - 2025-07-08,14958,37342,08/02/2024,07/08/2025
21971,C003042,2025-07-09 - 2026-08-31,18569,37342,07/09/2025,08/31/2026
31347,C044504,2020-08-26 - 2021-07-27,1034,36599,08/26/2020,07/27/2021
31347,C044504,2021-07-28 - 2022-06-30,7111,36599,07/28/2021,06/30/2022
31347,C044504,2022-07-11 - 2023-08-15,9702,36599,07/11/2022,08/15/2023
31347,C044504,2023-08-16 - 2024-08-16,12558,36599,08/16/2023,08/16/2024
31347,C044504,2024-08-17 - 2025-07-27,15706,36599,08/17/2024,07/27/2025
31347,C044504,2025-07-28 - 2026-08-31,18664,36599,07/28/2025,08/31/2026
385227,C056768,2020-08-20 - 2021-07-31,929,36366,08/20/2020,07/31/2021
385227,C056768,2021-08-01 - 2022-08-01,7143,36366,08/01/2021,08/01/2022
385227,C056768,2023-09-08 - 2024-08-31,12853,36366,09/08/2023,08/31/2024
385227,C056768,2024-09-01 - 2025-07-31,15847,36366,09/01/2024,07/31/2025
385227,C056768,2025-08-01 - 2026-09-01,18572,36366,08/01/2025,09/01/2026
23347,C019086,2021-07-20 - 2022-07-20,7155,41416,07/20/2021,07/20/2022
23347,C019086,2022-07-21 - 2023-08-06,10126,41416,07/21/2022,08/06/2023
23347,C019086,2023-08-07 - 2024-08-31,12299,41416,08/07/2023,08/31/2024
23347,C019086,2024-09-01 - 2025-08-26,15318,41416,09/01/2024,08/26/2025
23347,C019086,2025-08-27 - 2026-08-31,18401,41416,08/27/2025,08/31/2026
16957,C005267,2020-08-11 - 2021-07-31,768,35945,08/11/2020,07/31/2021
16957,C005267,2021-08-01 - 2022-08-01,7169,35945,08/01/2021,08/01/2022
16957,C005267,2022-08-02 - 2023-08-06,9999,35945,08/02/2022,08/06/2023
16957,C005267,2023-08-07 - 2024-08-31,12501,35945,08/07/2023,08/31/2024
16957,C005267,2024-09-01 - 2025-08-12,12502,35945,09/01/2024,08/12/2025
16957,C005267,2025-08-13 - 2026-08-31,12503,35945,08/13/2025,08/31/2026
6833,C011362,2020-09-14 - 2021-07-31,1505,36952,09/14/2020,07/31/2021
6833,C011362,2021-08-01 - 2022-08-01,7170,36952,08/01/2021,08/01/2022
6833,C011362,2022-08-02 - 2023-08-31,10241,36952,08/02/2022,08/31/2023
6833,C011362,2023-09-01 - 2024-09-01,12436,36952,09/01/2023,09/01/2024
6833,C011362,2024-09-02 - 2025-07-13,15533,36952,09/02/2024,07/13/2025
6833,C011362,2025-07-14 - 2026-08-31,18601,36952,07/14/2025,08/31/2026
6909,C012251,2020-07-20 - 2022-06-30,586,34901,07/20/2020,06/30/2022
6909,C012251,2022-07-05 - 2023-07-05,10115,34901,07/05/2022,07/05/2023
6909,C012251,2024-02-28 - 2025-02-28,14529,34901,02/28/2024,02/28/2025
6909,C012251,2025-03-28 - 2026-03-28,17860,34901,03/28/2025,03/28/2026
958120,C065115,2021-07-22 - 2022-07-22,7189,41367,07/22/2021,07/22/2022
958120,C065115,2022-07-29 - 2023-07-29,10290,41367,07/29/2022,07/29/2023
958120,C065115,2023-08-28 - 2024-08-28,12736,41367,08/28/2023,08/28/2024
958120,C065115,2024-09-04 - 2025-09-04,15926,41367,09/04/2024,09/04/2025
11672,C003054,2021-07-23 - 2022-07-23,7191,41434,07/23/2021,07/23/2022
11672,C003054,2022-07-28 - 2023-08-31,10289,41434,07/28/2022,08/31/2023
11672,C003054,2023-09-01 - 2024-06-30,12399,41434,09/01/2023,06/30/2024
11672,C003054,2024-07-17 - 2025-08-31,15524,41434,07/17/2024,08/31/2025
22631,C013759,2020-10-02 - 2021-07-31,2004,37361,10/02/2020,07/31/2021
22631,C013759,2021-08-01 - 2022-08-31,7206,37361,08/01/2021,08/31/2022
22631,C013759,2022-09-01 - 2023-08-27,9753,37361,09/01/2022,08/27/2023
22631,C013759,2023-08-28 - 2024-08-31,12406,37361,08/28/2023,08/31/2024
22631,C013759,2024-09-01 - 2025-08-17,15507,37361,09/01/2024,08/17/2025
22631,C013759,2025-08-18 - 2026-08-31,18614,37361,08/18/2025,08/31/2026
11783,C005406,2020-11-19 - 2021-07-31,3303,38336,11/19/2020,07/31/2021
11783,C005406,2021-08-01 - 2022-08-01,7210,38336,08/01/2021,08/01/2022
11783,C005406,2022-08-15 - 2023-08-31,10424,38336,08/15/2022,08/31/2023
11783,C005406,2024-10-09 - 2025-10-09,16407,38336,10/09/2024,10/09/2025
10303,C041511,2020-07-17 - 2021-07-31,556,914,07/17/2020,07/31/2021
10303,C041511,2021-08-01 - 2022-07-31,7235,914,08/01/2021,07/31/2022
10303,C041511,2022-08-01 - 2023-08-20,10274,914,08/01/2022,08/20/2023
10303,C041511,2023-08-21 - 2024-08-31,12444,914,08/21/2023,08/31/2024
10303,C041511,2024-09-01 - 2025-08-31,15009,914,09/01/2024,08/31/2025
10303,C041511,2025-09-02 - 2026-08-31,18936,914,09/02/2025,08/31/2026
18075,C018035,2020-08-05 - 2021-08-01,734,35775,08/05/2020,08/01/2021
18075,C018035,2021-08-02 - 2022-08-02,7253,35775,08/02/2021,08/02/2022
18075,C018035,2022-08-03 - 2023-08-03,10047,35775,08/03/2022,08/03/2023
18075,C018035,2023-08-04 - 2024-08-04,11588,35775,08/04/2023,08/04/2024
18075,C018035,2024-08-15 - 2025-08-15,15723,35775,08/15/2024,08/15/2025
6984,C012846,2020-08-06 - 2021-07-31,728,35760,08/06/2020,07/31/2021
6984,C012846,2021-08-27 - 2022-08-24,7566,35760,08/27/2021,08/24/2022
6984,C012846,2022-08-25 - 2023-08-31,9675,35760,08/25/2022,08/31/2023
6984,C012846,2023-09-19 - 2024-08-31,12942,35760,09/19/2023,08/31/2024
6984,C012846,2024-09-10 - 2025-08-31,16008,35760,09/10/2024,08/31/2025
4620,C035350,2020-07-30 - 2021-08-03,682,35516,07/30/2020,08/03/2021
4620,C035350,2021-08-04 - 2022-08-04,7300,35516,08/04/2021,08/04/2022
4620,C035350,2022-08-05 - 2023-08-05,10342,35516,08/05/2022,08/05/2023
4620,C035350,2023-08-06 - 2024-08-06,12335,35516,08/06/2023,08/06/2024
4620,C035350,2024-08-07 - 2025-08-04,15647,35516,08/07/2024,08/04/2025
4620,C035350,2025-08-05 - 2026-08-20,18705,35516,08/05/2025,08/20/2026
916677,C063719,2021-09-01 - 2022-08-31,7634,41657,09/01/2021,08/31/2022
916677,C063719,2023-11-02 - 2024-08-31,13691,41657,11/02/2023,08/31/2024
916677,C063719,2025-01-08 - 2026-08-31,17181,41657,01/08/2025,08/31/2026
11168,C047762,2021-08-23 - 2022-08-21,7499,41598,08/23/2021,08/21/2022
11168,C047762,2022-08-22 - 2023-08-16,10404,41598,08/22/2022,08/16/2023
11168,C047762,2023-08-17 - 2024-08-31,12471,41598,08/17/2023,08/31/2024
11168,C047762,2024-09-01 - 2025-08-31,15276,41598,09/01/2024,08/31/2025
11168,C047762,2025-09-01 - 2026-08-31,18208,41598,09/01/2025,08/31/2026
16791,C001403,2020-07-01 - 2021-07-31,257,32518,07/01/2020,07/31/2021
16791,C001403,2021-09-09 - 2022-08-24,7765,32518,09/09/2021,08/24/2022
16791,C001403,2022-08-25 - 2023-08-31,10102,32518,08/25/2022,08/31/2023
16791,C001403,2024-08-14 - 2025-08-17,15709,32518,08/14/2024,08/17/2025
16791,C001403,2025-08-18 - 2026-08-31,18637,32518,08/18/2025,08/31/2026
768024,C061507,2020-09-02 - 2021-07-31,1217,36732,09/02/2020,07/31/2021
768024,C061507,2021-08-01 - 2022-08-01,6721,36732,08/01/2021,08/01/2022
768024,C061507,2022-08-02 - 2023-08-02,9388,36732,08/02/2022,08/02/2023
768024,C061507,2023-08-03 - 2024-08-03,11875,36732,08/03/2023,08/03/2024
768024,C061507,2024-08-04 - 2025-08-25,15490,36732,08/04/2024,08/25/2025
768024,C061507,2025-08-26 - 2026-08-31,18862,36732,08/26/2025,08/31/2026
958336,C065178,2021-08-09 - 2022-08-09,7341,41521,08/09/2021,08/09/2022
958336,C065178,2024-04-15 - 2025-04-15,14868,41521,04/15/2024,04/15/2025
495811,C058497,2020-10-30 - 2021-07-31,2744,37911,10/30/2020,07/31/2021
495811,C058497,2021-08-18 - 2022-08-18,7457,37911,08/18/2021,08/18/2022
495811,C058497,2022-08-29 - 2023-08-31,10545,37911,08/29/2022,08/31/2023
495811,C058497,2023-09-18 - 2024-08-31,12922,37911,09/18/2023,08/31/2024
495811,C058497,2024-10-07 - 2025-10-07,16373,37911,10/07/2024,10/07/2025
21994,C003595,2020-09-11 - 2021-07-31,1435,36901,09/11/2020,07/31/2021
21994,C003595,2021-08-01 - 2022-08-16,7388,36901,08/01/2021,08/16/2022
21994,C003595,2022-08-17 - 2023-08-31,9660,36901,08/17/2022,08/31/2023
21994,C003595,2023-09-27 - 2024-08-31,13060,36901,09/27/2023,08/31/2024
21994,C003595,2024-09-01 - 2025-08-21,15643,36901,09/01/2024,08/21/2025
21994,C003595,2025-08-22 - 2026-08-31,18831,36901,08/22/2025,08/31/2026
958790,C065380,2020-12-02 - 2021-08-12,3552,38518,12/02/2020,08/12/2021
958790,C065380,2021-08-13 - 2022-08-13,7412,38518,08/13/2021,08/13/2022
958790,C065380,2022-08-14 - 2023-08-14,10312,38518,08/14/2022,08/14/2023
958790,C065380,2023-08-18 - 2024-08-31,12631,38518,08/18/2023,08/31/2024
958790,C065380,2024-09-01 - 2025-09-05,15948,38518,09/01/2024,09/05/2025
32529,C011332,2020-09-02 - 2021-07-31,1219,36734,09/02/2020,07/31/2021
32529,C011332,2021-08-01 - 2022-08-01,7396,36734,08/01/2021,08/01/2022
32529,C011332,2022-08-24 - 2023-08-21,10464,36734,08/24/2022,08/21/2023
32529,C011332,2023-08-22 - 2024-08-31,12659,36734,08/22/2023,08/31/2024
32529,C011332,2024-09-01 - 2025-08-12,15489,36734,09/01/2024,08/12/2025
32529,C011332,2025-08-13 - 2026-09-01,18583,36734,08/13/2025,09/01/2026
314408,C055767,2023-11-07 - 2024-11-07,13726,45319,11/07/2023,11/07/2024
314408,C055767,2024-11-14 - 2025-11-14,16837,45319,11/14/2024,11/14/2025
956033,C064285,2021-10-25 - 2022-10-25,8482,42120,10/25/2021,10/25/2022
956033,C064285,2022-10-26 - 2023-08-01,11069,42120,10/26/2022,08/01/2023
956033,C064285,2023-08-02 - 2024-08-01,11070,42120,08/02/2023,08/01/2024
956033,C064285,2024-09-10 - 2025-08-31,16020,42120,09/10/2024,08/31/2025
958257,C065164,2021-08-19 - 2022-08-14,7475,41586,08/19/2021,08/14/2022
958257,C065164,2022-08-15 - 2023-08-23,9963,41586,08/15/2022,08/23/2023
958257,C065164,2023-08-24 - 2024-08-24,12701,41586,08/24/2023,08/24/2024
958257,C065164,2024-08-29 - 2025-08-31,15869,41586,08/29/2024,08/31/2025
958946,C065435,2020-11-18 - 2021-07-31,3274,38311,11/18/2020,07/31/2021
958946,C065435,2021-08-18 - 2022-08-18,7460,38311,08/18/2021,08/18/2022
958946,C065435,2022-09-12 - 2023-08-31,10711,38311,09/12/2022,08/31/2023
958946,C065435,2023-09-29 - 2024-08-31,13211,38311,09/29/2023,08/31/2024
958946,C065435,2024-10-24 - 2025-08-31,16568,38311,10/24/2024,08/31/2025
38132,C050299,2020-07-02 - 2021-07-31,331,2828,07/02/2020,07/31/2021
38132,C050299,2021-08-20 - 2021-08-20,7487,2828,08/20/2021,08/20/2021
38132,C050299,2021-08-25 - 2022-08-18,7543,2828,08/25/2021,08/18/2022
38132,C050299,2022-08-19 - 2023-08-26,10297,2828,08/19/2022,08/26/2023
38132,C050299,2023-08-27 - 2024-08-27,12655,2828,08/27/2023,08/27/2024
38132,C050299,2025-01-23 - 2026-01-23,17301,2828,01/23/2025,01/23/2026
