subscription_id,district_id,start_date,end_date
1328,36812,2020-09-08,2021-08-02
1329,36813,2020-09-08,2021-07-31
1330,36814,2020-09-08,2021-07-31
1332,36816,2020-09-08,2021-08-31
12543,44592,2023-08-08,2024-08-08
17546,45963,2025-02-14,2026-02-14
13777,45460,2023-11-13,2024-11-13
12900,44750,2023-09-13,2024-08-31
1347,36829,2020-09-08,2021-07-31
12934,58,2023-09-18,2024-08-31
1349,36831,2020-09-08,2021-07-31
13200,43053,2023-09-29,2024-08-06
16345,47254,2024-10-03,2025-10-03
17580,32424,2025-09-01,2026-08-31
17581,36096,2025-02-19,2026-08-31
16379,47449,2024-10-07,2025-08-31
13608,45332,2023-10-24,2024-10-24
1371,36850,2020-09-09,2021-07-31
14252,44771,2024-09-01,2025-09-01
14822,46340,2024-04-08,2024-08-31
15508,627,2024-09-01,2025-08-31
18454,49264,2025-06-17,2025-07-01
16397,41578,2024-10-08,2025-08-24
18932,49563,2025-09-02,2025-09-16
1382,36861,2020-09-09,2021-07-31
15773,42653,2024-09-01,2025-08-31
1384,36862,2020-09-09,2021-08-29
1386,36864,2020-09-10,2021-07-31
16016,41489,2024-09-10,2025-09-10
18586,49354,2025-07-10,2025-07-24
18676,44458,2025-07-01,2026-06-30
18742,49437,2025-08-11,2025-08-25
15639,38943,2024-08-05,2025-08-11
1393,36870,2020-09-10,2021-08-15
18785,42343,2025-08-15,2026-08-31
16428,47486,2024-10-10,2025-08-28
1397,36874,2020-09-10,2021-07-31
12490,38871,2023-07-31,2024-08-31
15578,33383,2024-07-25,2025-07-25
15157,32166,2024-09-01,2025-08-31
1410,36883,2020-09-10,2021-07-31
17536,48438,2025-02-13,2026-02-13
1413,36886,2020-09-10,2021-07-31
1424,36892,2020-09-10,2021-07-31
1429,36896,2020-09-11,2021-07-31
1431,36898,2020-09-11,2021-08-31
1435,36901,2020-09-11,2021-07-31
1441,36905,2020-09-11,2021-07-31
15159,43024,2024-05-27,2025-05-27
1444,36907,2020-11-19,2021-06-30
17567,42207,2025-02-18,2026-02-18
17578,48477,2025-02-19,2026-02-19
14811,46333,2024-04-05,2025-08-31
14823,46340,2024-09-01,2025-08-31
13656,45277,2023-10-30,2024-10-29
17584,44708,2025-02-20,2026-02-20
16346,47424,2024-10-03,2025-08-31
18420,49231,2025-06-12,2025-06-26
17941,48799,2025-04-02,2026-08-31
1502,36949,2020-09-14,2021-07-31
16407,38336,2024-10-09,2025-10-09
1505,36952,2020-09-14,2021-07-31
12688,44654,2023-08-23,2024-08-23
1521,36965,2020-09-14,2021-07-31
1522,6607,2020-09-14,2021-07-31
12902,44752,2023-09-13,2024-09-13
16451,47504,2024-10-14,2025-10-14
13852,42316,2023-11-27,2024-11-27
14828,33910,2024-08-15,2025-08-31
16462,47514,2024-10-15,2025-08-31
14832,42723,2024-04-09,2025-04-09
16476,47269,2024-10-16,2025-10-16
14836,46350,2024-04-10,2024-08-31
14847,36481,2024-08-01,2025-07-31
14849,38775,2024-04-11,2025-08-31
16510,44060,2024-10-18,2025-10-18
16524,37320,2024-10-21,2025-10-21
18933,49564,2025-09-02,2025-09-16
18160,48938,2025-05-13,2025-08-31
18455,49265,2025-06-17,2026-08-31
18587,44516,2025-07-10,2026-07-11
13658,43679,2023-10-21,2024-10-29
15774,36552,2024-08-21,2025-07-21
18677,49406,2025-07-29,2025-08-12
18743,47768,2025-08-12,2026-08-31
17593,44075,2025-02-08,2026-02-21
18786,49464,2025-08-16,2025-08-30
15444,44225,2024-09-01,2025-08-25
17585,43635,2025-02-01,2026-03-13
12523,36705,2023-08-14,2024-08-13
1607,37033,2020-09-16,2021-08-01
17778,48651,2025-03-17,2026-03-17
1612,37037,2020-09-16,2021-07-31
13000,33897,2023-09-25,2024-08-31
1626,37049,2020-09-16,2021-07-31
17592,44113,2025-02-23,2026-02-23
17613,42546,2025-02-24,2026-02-24
1650,37068,2020-09-17,2021-07-31
1656,37074,2020-09-17,2021-06-30
16408,38297,2024-10-09,2025-10-09
1668,37081,2020-09-18,2021-07-31
1669,37082,2020-09-18,2021-07-31
1674,37087,2020-09-18,2021-07-31
1679,37092,2020-09-18,2021-07-31
12493,879,2023-08-01,2024-07-31
16458,44630,2024-10-15,2025-10-15
1697,37106,2020-11-16,2021-07-18
16477,47527,2024-10-16,2025-08-31
13781,6607,2023-12-09,2024-12-09
14830,43999,2024-04-09,2025-04-09
1720,37125,2020-09-22,2021-06-30
14837,46350,2024-09-01,2025-08-31
14840,43176,2024-04-10,2025-04-10
16503,43420,2024-10-17,2025-10-17
16511,41831,2024-10-18,2025-10-18
16525,43665,2024-10-21,2025-10-21
15160,36831,2024-09-01,2025-08-31
18934,47010,2025-08-21,2026-09-02
18456,49266,2025-06-17,2026-08-31
18588,49355,2025-07-11,2026-08-31
18678,49407,2025-07-29,2025-08-12
15510,46296,2024-08-15,2025-07-31
18744,38803,2025-08-12,2026-08-31
17465,48376,2025-02-04,2026-02-04
18787,49465,2025-08-16,2025-08-30
1762,37163,2020-09-23,2021-08-24
1769,37170,2020-09-23,2021-07-31
1776,37177,2020-09-24,2021-07-31
1780,37181,2020-09-24,2021-07-31
12548,37467,2023-08-21,2024-08-21
1787,37188,2020-09-25,2021-07-31
12525,41510,2023-08-10,2024-08-31
12905,43369,2023-08-31,2024-09-13
1804,37201,2020-09-25,2021-09-25
13661,41966,2023-11-29,2024-11-29
1823,37218,2020-09-25,2021-07-31
1825,37219,2020-09-25,2021-06-30
16409,47395,2024-10-16,2025-10-16
17988,47187,2025-07-01,2026-08-31
18000,42888,2025-04-10,2026-04-10
16453,47506,2024-10-14,2025-08-31
12526,38561,2023-08-04,2024-08-04
12692,43185,2023-09-01,2024-08-31
1878,37255,2020-09-28,2021-07-31
12796,44700,2023-09-05,2024-09-05
12940,44771,2023-09-19,2024-08-31
1887,37264,2020-09-29,2021-07-31
16483,47533,2024-10-16,2025-10-16
14846,43273,2024-04-11,2025-04-11
16512,45506,2024-10-18,2025-08-31
14853,46361,2024-04-12,2025-08-31
16533,47566,2024-10-21,2025-10-21
16540,42011,2024-10-22,2025-10-22
14863,46369,2024-04-13,2025-04-15
14864,37490,2024-04-15,2025-08-31
16019,44700,2024-09-10,2025-09-10
18457,49267,2025-06-17,2026-08-31
18935,49565,2025-09-02,2026-09-02
15164,38327,2024-09-01,2025-08-31
15167,44771,2025-09-02,2026-09-02
18589,49356,2025-07-11,2025-07-25
15511,38238,2024-09-01,2025-08-17
18679,47675,2025-07-30,2026-08-31
17654,48541,2025-02-28,2026-08-31
17070,37383,2024-12-17,2025-08-10
18745,49438,2025-08-12,2025-08-26
1942,37307,2020-09-30,2021-08-01
16187,37516,2024-09-19,2025-08-31
1948,37312,2020-09-30,2021-07-31
1957,37320,2020-10-01,2021-07-31
1960,37323,2020-10-01,2021-07-31
18788,49466,2025-08-17,2025-08-31
12527,44585,2023-08-04,2024-08-31
17570,42495,2025-02-18,2026-02-18
12550,42057,2023-09-01,2024-08-31
15581,43234,2024-08-22,2025-08-18
17587,44090,2025-02-20,2026-02-20
1969,37330,2020-10-01,2021-07-31
1973,37334,2020-10-01,2021-07-31
13004,43671,2023-10-20,2024-10-20
1979,37340,2020-10-01,2021-07-31
1981,37342,2020-10-01,2021-07-31
13491,43598,2023-10-09,2024-10-09
16460,47512,2024-10-15,2025-10-15
16465,47517,2024-10-15,2025-08-31
1997,37354,2020-10-01,2021-06-30
2004,37361,2020-10-02,2021-07-31
2023,37371,2020-10-02,2021-07-31
2024,37372,2020-10-02,2021-07-31
17652,39006,2025-09-01,2026-08-31
2028,37376,2020-10-02,2021-08-30
16513,47370,2024-10-18,2025-10-18
2042,37383,2020-10-02,2021-07-31
16536,47574,2024-10-21,2025-10-21
2053,507,2020-10-05,2021-07-31
12798,34856,2023-09-01,2024-09-05
12942,35760,2023-09-19,2024-08-31
2059,37395,2020-10-05,2021-07-31
13005,44805,2023-09-26,2024-09-26
14842,46354,2024-04-11,2025-08-31
16541,43667,2024-10-28,2025-10-28
16020,42120,2024-09-10,2025-08-31
18936,914,2025-09-02,2026-08-31
18680,36829,2025-08-14,2026-08-31
2095,37424,2020-10-06,2021-07-31
16188,47293,2024-09-19,2025-08-31
17071,43683,2024-12-17,2025-12-17
2106,37431,2020-10-06,2021-10-06
15512,41790,2024-09-01,2025-07-31
18590,40104,2025-08-18,2026-09-01
18746,38943,2025-08-12,2026-08-31
2132,37451,2020-08-15,2021-07-31
2136,37455,2020-10-06,2021-07-31
18458,36755,2025-08-13,2026-08-31
17571,48470,2025-02-18,2026-08-31
18789,49467,2025-08-17,2025-08-31
15643,36901,2024-09-01,2025-08-21
15169,42972,2024-05-21,2025-05-21
13006,32498,2023-09-26,2024-09-26
2164,37467,2020-10-07,2021-07-31
15582,6607,2024-12-10,2025-12-10
13665,43407,2023-10-31,2024-10-31
15168,45941,2025-02-25,2026-02-25
2184,37481,2020-10-07,2021-07-31
2197,37490,2020-10-09,2021-07-31
2226,37511,2020-10-09,2021-09-06
16514,47558,2024-10-18,2025-10-18
2234,37516,2020-10-09,2021-07-31
2238,37518,2020-10-09,2021-08-01
12800,41093,2023-09-01,2024-08-31
14843,507,2024-09-01,2025-08-31
14868,41521,2024-04-15,2025-04-15
18034,46300,2025-04-16,2026-04-16
18043,48119,2025-04-18,2026-04-18
16543,38249,2024-10-22,2025-08-31
16554,32260,2024-10-23,2025-08-31
2264,37535,2020-10-12,2021-07-31
16556,47069,2024-11-01,2025-08-31
2293,37555,2020-10-12,2021-07-31
2315,37573,2020-10-12,2021-07-31
16572,47603,2024-10-24,2025-08-31
2320,37577,2020-10-12,2021-07-31
16573,47604,2024-10-24,2025-08-31
2330,37587,2020-10-13,2021-07-31
16574,47605,2024-10-24,2025-10-24
16580,47158,2024-10-25,2025-10-25
16582,47611,2024-10-25,2025-08-31
16596,47625,2024-10-28,2025-10-28
18937,49566,2025-09-02,2026-09-02
15513,37218,2024-07-15,2025-08-31
18681,46296,2025-08-01,2026-07-31
16021,41928,2024-09-10,2025-09-10
18747,49439,2025-08-12,2026-08-31
12945,5795,2023-08-09,2024-09-19
13008,33211,2023-09-26,2024-08-31
17076,45565,2024-12-17,2025-12-17
18459,49268,2025-06-17,2025-07-01
18790,49468,2025-08-18,2025-09-01
13211,38311,2023-09-29,2024-08-31
18591,49357,2025-07-11,2026-08-31
16138,36560,2024-09-17,2025-08-18
13495,45247,2023-10-10,2024-08-31
17946,37188,2025-09-01,2026-08-31
14873,46378,2024-04-16,2024-08-21
16558,41678,2024-10-23,2025-08-20
15583,41510,2024-09-01,2025-08-21
2371,37617,2020-10-14,2021-07-31
2405,37640,2020-10-15,2021-06-30
17985,48841,2025-04-08,2026-04-08
13789,45469,2023-11-14,2024-11-14
18421,49232,2025-06-13,2025-06-27
2426,37658,2020-10-15,2021-07-31
13212,38575,2023-09-29,2024-08-31
18042,41537,2025-09-01,2026-08-31
2436,37667,2020-10-15,2021-07-31
18073,48921,2025-04-23,2025-05-31
16581,45332,2024-10-25,2025-10-25
2458,37685,2020-10-15,2021-07-31
2465,37692,2020-11-12,2021-07-31
13790,45374,2023-11-14,2024-11-14
12699,44660,2023-08-24,2024-08-24
2514,37724,2020-10-19,2021-07-31
12947,44774,2023-09-20,2024-08-31
13010,43422,2023-09-01,2024-09-26
2525,37731,2020-10-19,2021-07-31
14881,43248,2024-04-16,2025-08-31
14887,46386,2024-04-17,2025-04-17
18460,49269,2025-06-18,2025-07-02
18938,33897,2025-09-02,2026-08-31
12805,36816,2023-09-06,2024-09-09
18682,49408,2025-07-30,2025-08-13
16620,37518,2024-10-29,2025-08-24
13669,45378,2023-10-31,2024-10-31
16022,47166,2024-09-10,2025-07-30
18748,38285,2025-09-01,2026-08-31
15174,46612,2024-05-22,2025-08-31
2538,37744,2020-10-20,2021-07-31
2542,37748,2020-10-20,2021-07-31
18791,49469,2025-08-18,2025-09-01
17618,35471,2025-08-21,2026-08-31
14874,46378,2024-08-22,2025-08-31
2568,37770,2020-10-21,2021-06-30
14902,35744,2024-08-23,2025-08-20
2570,37772,2020-10-21,2021-08-23
2593,37788,2020-10-22,2021-07-31
18592,37535,2025-08-25,2026-09-01
15779,47012,2024-08-20,2025-08-20
12804,37897,2023-09-06,2024-08-21
15645,44633,2024-08-17,2025-08-17
13791,36892,2023-11-14,2024-08-31
13864,43913,2023-12-09,2024-12-09
16637,47539,2024-10-16,2024-11-08
16530,47253,2024-10-21,2025-10-21
2631,37816,2020-10-23,2021-07-31
18078,48923,2025-04-24,2026-04-24
2652,37831,2020-10-26,2021-07-31
16598,47627,2024-10-28,2025-10-28
16614,45259,2024-10-29,2025-10-29
18090,48935,2025-04-28,2026-08-31
12558,36599,2023-08-16,2024-08-16
12701,41586,2023-08-24,2024-08-24
16624,909,2024-10-29,2025-08-31
2689,37866,2020-10-27,2021-07-31
16638,45311,2024-10-30,2025-10-30
18112,48955,2025-04-30,2026-08-31
13865,43285,2023-11-28,2024-11-28
18113,44118,2025-04-30,2026-04-30
18114,37219,2025-09-01,2026-08-31
2727,37897,2020-10-29,2021-07-31
2740,37907,2020-10-29,2021-07-31
2744,37911,2020-10-30,2021-07-31
14891,46393,2024-04-17,2025-04-17
14899,42983,2024-09-01,2025-08-31
14901,46321,2024-04-18,2025-04-18
14907,45896,2024-04-19,2025-04-19
14895,46267,2024-04-18,2025-04-25
18683,42091,2025-09-01,2026-08-31
12559,33639,2023-09-01,2024-08-31
18939,49567,2025-09-02,2025-09-16
16140,43399,2024-09-17,2025-08-31
16023,47167,2024-09-10,2025-07-29
18461,44401,2025-11-05,2026-06-18
17980,108,2025-08-12,2026-08-31
12950,43590,2023-10-04,2024-10-04
18593,43165,2025-07-09,2026-07-11
15447,41357,2024-07-07,2025-07-07
14564,42087,2024-03-05,2025-03-05
16470,47268,2024-10-15,2025-10-15
17948,48805,2025-04-03,2026-04-03
17522,42485,2025-02-11,2026-02-11
13672,37068,2023-10-31,2024-08-31
15780,36861,2024-09-01,2025-08-11
18177,49012,2025-05-08,2026-05-08
2818,37966,2020-11-02,2021-07-31
16531,36059,2024-10-23,2025-10-23
16568,38311,2024-10-24,2025-08-31
18749,44774,2025-08-12,2026-08-31
16599,35705,2024-10-28,2025-10-28
2857,37993,2020-11-03,2021-07-31
12560,41512,2023-08-26,2024-08-26
2866,38000,2020-11-03,2021-07-31
18792,46246,2026-03-23,2026-08-18
18075,44132,2025-09-01,2026-08-31
14900,46400,2024-04-18,2025-08-31
13867,38424,2023-11-28,2024-11-28
16615,45225,2024-10-29,2025-10-29
2881,38011,2020-11-04,2021-07-31
2906,5795,2020-11-04,2021-07-31
16631,47652,2024-10-30,2025-08-31
16633,47654,2024-10-30,2025-10-30
16646,47664,2024-10-31,2025-10-31
2940,38057,2020-11-05,2021-07-31
12809,44706,2023-09-06,2024-09-06
12952,37577,2023-09-20,2024-08-31
18195,37074,2025-09-01,2026-08-31
2958,38070,2020-11-05,2021-07-31
16675,43679,2024-11-04,2025-11-04
14908,43257,2024-04-19,2025-08-31
16694,44750,2024-11-05,2025-11-05
2980,5348,2020-11-06,2021-07-31
18207,49041,2025-05-13,2026-08-31
3007,16914,2020-11-09,2021-07-31
17620,44008,2025-02-24,2026-02-24
18940,49568,2025-09-02,2025-09-16
16024,43365,2024-09-10,2025-09-10
17082,45385,2024-12-18,2025-12-18
18462,49270,2025-06-18,2025-07-02
18684,47166,2025-07-31,2026-08-31
18594,49358,2025-07-11,2025-07-25
12562,44599,2023-08-11,2024-08-11
12705,43212,2023-09-01,2024-08-31
12810,223,2023-09-01,2024-08-31
12953,37511,2023-09-20,2024-09-20
15647,35516,2024-08-07,2025-08-04
18750,49440,2025-08-12,2026-08-31
18793,49470,2025-08-18,2026-08-31
16490,47540,2024-10-16,2025-10-16
15586,46910,2024-07-29,2025-08-31
16492,36862,2024-10-16,2025-08-31
18023,48403,2025-04-15,2026-04-15
18029,48882,2025-04-15,2026-08-31
18038,48638,2025-04-17,2026-04-17
16600,47493,2024-10-28,2025-10-28
16606,47632,2024-10-28,2025-08-31
16618,42091,2024-10-29,2025-08-31
3110,38180,2020-11-12,2021-07-31
18076,46093,2025-04-23,2026-04-23
12563,44599,2024-08-12,2025-08-12
12706,38414,2023-08-24,2024-08-24
18088,48933,2025-04-28,2026-04-28
18092,48937,2025-04-28,2026-08-31
18093,35470,2026-09-01,2027-08-31
12954,37516,2023-09-20,2024-08-31
16634,37511,2024-10-30,2025-10-30
16636,47656,2024-10-30,2025-10-30
18099,48867,2025-04-29,2026-04-29
16657,47525,2024-11-01,2025-11-01
18197,49031,2025-05-13,2026-05-13
16688,47702,2024-11-05,2025-08-31
18208,41598,2025-09-01,2026-08-31
18215,49048,2025-05-14,2026-08-31
3184,38238,2020-11-16,2021-07-31
18422,49233,2025-06-13,2026-08-31
3198,38249,2020-10-07,2021-08-23
3202,38253,2020-11-16,2021-06-30
12564,33305,2023-09-01,2024-08-31
12955,41678,2023-09-20,2024-08-31
3240,38281,2020-11-17,2021-07-31
3244,38284,2020-11-18,2021-07-31
3245,38285,2020-11-18,2021-07-31
16025,37831,2024-09-12,2025-09-12
3259,38297,2020-11-18,2021-07-31
17415,45906,2025-02-03,2026-02-03
16837,45319,2024-11-14,2025-11-14
3274,38311,2020-11-18,2021-07-31
18463,49271,2025-06-19,2025-07-03
18595,49359,2025-07-11,2025-07-25
3293,38327,2020-11-19,2021-07-31
12565,41406,2023-09-01,2024-08-31
3303,38336,2020-11-19,2021-07-31
12813,44708,2023-09-06,2024-09-06
12956,43497,2023-09-20,2024-09-20
18685,45929,2025-08-18,2026-08-31
16707,174,2024-11-06,2025-08-19
18751,49441,2025-08-12,2025-08-26
16838,47565,2024-11-14,2025-11-14
18794,49471,2025-08-18,2025-09-01
18941,49569,2025-09-02,2025-09-16
3345,38370,2020-11-20,2021-07-31
12566,40364,2023-08-12,2024-08-12
12709,32853,2023-08-25,2024-08-25
16601,47592,2024-10-23,2025-10-28
18077,48375,2025-04-23,2026-04-23
12815,37770,2023-09-01,2024-08-31
12957,37788,2023-09-20,2024-08-31
18089,48934,2025-04-28,2026-04-28
18226,37451,2025-07-22,2026-08-31
3400,38407,2020-11-23,2021-07-31
15648,34664,2024-08-06,2025-08-06
3407,38414,2020-11-23,2021-07-31
3414,38419,2020-11-23,2021-07-31
16689,47452,2024-11-05,2025-11-05
3420,986,2020-11-24,2021-07-31
3422,38424,2020-11-24,2021-07-31
18121,48859,2025-05-01,2026-05-01
15448,36689,2024-09-01,2025-07-21
16716,47725,2024-11-07,2025-06-30
18179,49014,2025-05-12,2025-08-31
12710,44664,2023-08-25,2024-08-25
3512,38488,2020-11-30,2021-07-31
16823,43773,2024-11-13,2025-11-13
3552,38518,2020-12-02,2021-08-12
16869,47657,2024-11-18,2025-11-18
16871,42256,2024-11-18,2025-11-18
16872,47861,2024-11-18,2025-11-18
16875,47159,2024-11-18,2025-11-18
16677,47693,2024-11-04,2025-11-08
3569,38531,2020-12-02,2021-07-31
14914,42795,2024-04-22,2025-04-22
16026,41319,2024-09-10,2025-09-10
13060,36901,2023-09-27,2024-08-31
18942,49570,2025-09-03,2025-09-17
15783,44608,2024-08-21,2025-08-21
16889,42992,2024-11-19,2025-08-31
16658,47675,2024-11-01,2025-07-29
3605,38561,2020-12-04,2021-08-01
18464,49272,2025-06-19,2025-07-03
18596,49360,2025-07-12,2025-07-26
3622,38575,2020-12-04,2021-06-30
3623,38576,2020-12-04,2021-07-31
18686,49409,2025-07-30,2026-06-01
12569,40104,2023-09-01,2024-08-31
12712,43238,2023-08-25,2024-08-25
13061,43213,2023-09-27,2024-08-31
3666,25360,2020-12-08,2020-12-18
3692,38632,2020-12-10,2021-07-31
16679,43238,2024-11-04,2025-11-04
16705,47529,2024-11-06,2025-11-06
16717,47726,2024-11-07,2025-08-31
16719,4572,2024-11-07,2025-11-07
18231,49063,2025-05-16,2025-08-31
12570,36753,2023-09-14,2024-09-14
12713,24199,2023-09-01,2024-08-31
12819,42038,2023-09-01,2024-08-31
18423,49234,2025-06-14,2025-06-28
18752,49442,2025-08-12,2025-08-26
14915,46410,2024-04-22,2024-05-22
18795,37731,2025-08-18,2026-08-31
16757,45413,2024-11-12,2025-11-12
16848,45374,2024-11-15,2025-11-15
16867,47330,2024-11-18,2025-11-18
16882,45469,2024-11-19,2025-11-19
3818,38731,2020-12-18,2021-08-15
3820,38732,2020-12-18,2021-07-31
16885,43407,2024-11-19,2025-11-19
3833,38743,2020-12-21,2021-07-31
14923,367,2024-08-22,2025-08-22
3867,38775,2020-12-30,2021-07-31
14931,41135,2024-04-23,2025-08-31
18943,49571,2025-09-03,2025-09-17
18465,49273,2025-06-19,2025-07-03
17830,48698,2025-03-24,2026-03-24
3887,38793,2021-01-04,2021-07-31
18687,42785,2025-07-30,2026-08-31
18597,49361,2025-07-12,2025-07-26
3899,38802,2021-01-04,2021-07-31
3900,38803,2021-01-04,2021-08-23
18753,49443,2025-08-12,2025-08-26
12572,39705,2023-08-14,2024-08-14
18796,43212,2025-08-18,2026-08-31
15519,46618,2024-07-16,2025-07-16
15589,37264,2024-09-01,2025-08-31
3955,38849,2021-01-07,2021-07-31
18251,49083,2025-05-20,2025-06-03
3965,38857,2021-01-07,2021-06-30
18262,49094,2025-05-20,2026-07-31
3980,38871,2021-01-08,2021-07-31
16659,47676,2024-11-01,2025-08-31
12573,41192,2024-09-02,2025-09-02
18263,49095,2025-05-20,2025-06-03
12822,43817,2023-11-12,2024-11-12
18267,49099,2025-05-21,2025-06-04
18268,49100,2025-05-21,2025-06-04
15449,37037,2024-09-01,2025-08-31
14924,36799,2024-09-01,2025-08-31
18269,49101,2025-05-21,2026-05-21
18270,49102,2025-05-21,2025-06-04
18274,49106,2025-05-21,2026-05-21
18284,49113,2025-05-23,2025-06-06
16720,43727,2024-11-07,2025-11-07
18285,49114,2025-05-23,2025-06-06
18288,49117,2025-05-24,2025-06-07
18297,49125,2025-05-27,2025-06-10
18299,49127,2025-05-28,2025-06-11
18301,49129,2025-05-28,2025-06-11
18302,49130,2025-05-28,2025-06-11
4043,3983,2021-01-13,2021-07-31
18424,49235,2025-06-14,2025-06-28
4066,38943,2021-01-14,2021-08-31
16868,44893,2024-11-18,2025-11-18
16874,43604,2024-11-18,2025-11-18
16877,47864,2024-11-18,2025-08-31
16886,47640,2024-11-19,2025-11-19
12717,35902,2023-08-26,2024-08-31
14947,42357,2024-04-24,2025-04-24
12823,43360,2023-09-06,2024-09-06
16890,43764,2024-11-19,2025-11-19
16892,43317,2024-11-20,2025-11-20
16914,47689,2024-11-22,2025-11-22
15184,46621,2024-05-23,2025-08-31
16917,5795,2024-11-22,2025-11-22
16916,233,2024-11-22,2025-10-25
4144,39006,2021-01-21,2021-07-31
12575,38284,2023-08-14,2024-08-31
12718,43348,2023-08-30,2024-08-30
17831,48599,2025-03-24,2026-03-24
18213,49046,2025-05-14,2026-05-14
18944,49572,2025-09-03,2025-09-17
18466,49274,2025-06-19,2025-07-03
18688,47167,2025-07-30,2026-08-31
15187,43671,2024-10-21,2025-10-21
18754,42047,2025-08-18,2026-08-31
14925,43501,2024-09-01,2025-08-31
4372,39230,2021-01-24,2021-09-13
18797,49472,2025-08-18,2026-08-31
12825,43386,2023-09-06,2024-08-31
12967,43453,2023-09-21,2024-09-21
15206,37897,2024-08-22,2025-08-31
14942,46431,2024-04-24,2025-08-31
18252,49084,2025-05-20,2025-06-03
18264,49096,2025-05-20,2025-06-03
14948,46436,2024-04-24,2025-04-24
18275,49107,2025-05-21,2025-06-04
18286,49115,2025-05-23,2026-08-31
18289,49118,2025-05-24,2025-06-07
12577,40698,2023-08-14,2024-08-14
18298,49126,2025-05-27,2025-06-10
16683,43497,2024-11-04,2025-11-04
18300,49128,2025-05-28,2025-06-11
18303,49131,2025-05-28,2025-06-11
18425,49236,2025-06-16,2025-06-30
4588,39435,2021-01-29,2021-07-31
16894,47875,2024-11-20,2025-11-20
16899,47876,2024-11-20,2025-11-20
12721,44598,2023-08-10,2023-08-24
15192,44556,2024-09-01,2025-08-31
15194,46629,2024-05-28,2025-06-30
12196,37081,2023-08-28,2024-08-31
10570,35369,2022-08-30,2023-08-01
12722,44598,2023-08-28,2024-08-28
15197,41480,2024-09-01,2025-08-31
12723,986,2023-09-27,2024-09-27
4769,39602,2021-02-04,2022-02-04
15211,31,2024-05-30,2025-08-31
15212,42982,2024-05-30,2025-05-30
15218,32619,2024-10-24,2025-10-24
15225,46467,2024-05-31,2025-05-31
18689,49410,2025-07-30,2026-08-31
15786,45378,2024-11-01,2025-11-01
16931,47906,2024-11-25,2025-08-04
18945,49532,2025-09-03,2026-09-13
12585,43234,2023-08-23,2024-08-21
18755,49444,2025-08-12,2025-08-26
17900,36627,2026-09-01,2027-08-31
18947,46720,2025-09-01,2026-08-31
15652,37577,2024-09-01,2025-08-31
14926,46418,2024-04-22,2025-08-31
4879,39705,2021-02-25,2021-08-08
4907,39733,2021-02-09,2021-07-31
18253,49085,2025-05-20,2025-06-03
12725,38180,2023-08-28,2024-08-28
12831,43920,2023-09-07,2024-09-07
16682,44401,2024-11-04,2025-11-04
18265,49097,2025-05-20,2025-06-03
18798,49473,2025-08-18,2026-08-31
15207,41122,2024-09-01,2025-08-20
18467,49275,2025-06-19,2025-07-03
18276,43983,2025-05-21,2026-08-31
18287,49116,2025-05-23,2026-08-31
18290,49119,2025-05-25,2025-06-08
4972,39797,2021-02-11,2021-07-31
18304,49132,2025-05-28,2025-06-11
5000,39823,2021-02-14,2021-08-09
12726,167,2023-09-08,2024-08-31
16879,47866,2024-11-18,2025-08-31
18426,44460,2025-06-16,2026-06-16
16900,43804,2024-11-20,2025-11-20
15199,42054,2024-09-01,2025-08-24
18599,49363,2025-07-14,2025-07-28
17897,48759,2025-04-01,2026-08-31
5058,39876,2021-02-18,2021-07-31
16938,45460,2024-11-26,2025-11-26
4997,39821,2021-02-14,2030-07-31
12583,33910,2023-08-14,2024-08-14
12727,41928,2023-08-28,2024-08-28
12728,36861,2023-09-01,2024-08-31
16939,34081,2024-11-27,2025-08-31
16962,47707,2024-12-02,2025-12-02
16966,47751,2024-12-02,2025-12-02
16972,47943,2024-12-03,2025-12-03
15219,43042,2024-09-19,2025-09-19
15222,46357,2024-05-31,2025-05-31
15226,223,2024-09-01,2025-08-31
17004,47973,2024-12-06,2025-12-06
5215,40021,2021-02-25,2021-07-06
17029,42756,2024-12-09,2025-12-09
5236,40041,2021-02-26,2021-07-31
17168,37667,2025-01-07,2026-01-07
17172,48118,2025-01-08,2026-01-08
17180,44478,2025-01-08,2026-08-31
17833,48578,2025-03-24,2026-03-24
18690,49369,2025-07-30,2026-07-31
18946,49573,2025-09-03,2025-09-17
5302,40104,2021-03-02,2021-07-31
18948,49574,2025-09-03,2025-09-17
18254,49086,2025-05-20,2025-06-03
12586,43753,2023-08-25,2024-08-31
15787,46710,2024-08-21,2025-08-21
18266,49098,2025-05-20,2025-06-03
18277,37744,2025-09-01,2026-08-31
18291,49120,2025-05-25,2025-06-08
18305,49133,2025-05-28,2025-06-11
5372,40174,2021-03-05,2021-07-31
18427,49237,2025-06-16,2025-06-30
18468,49276,2025-06-20,2025-07-04
18600,49364,2025-07-14,2026-08-31
14927,43547,2024-09-01,2025-08-31
16940,47913,2024-11-27,2025-07-22
18756,49445,2025-08-12,2025-08-26
18799,42411,2025-08-18,2026-08-31
13084,44869,2023-09-28,2023-10-12
16974,47650,2024-12-03,2025-12-03
16987,43285,2024-12-05,2025-12-05
17005,47974,2024-12-06,2025-12-06
17023,38424,2024-12-09,2025-12-09
12734,43396,2023-08-28,2024-08-31
5570,40364,2021-03-16,2021-08-08
15233,44354,2024-06-03,2025-06-03
5593,40387,2021-03-17,2021-07-31
